,OutdoorUV,OutdoorVisibleRay_Lux,OutdoorTemperature_C,OutdoorHumidity_pct,OutdoorPressure_hPa,IndoorUV,IndoorVisibleRay_Lux,IndoorTemperature_C,IndoorHumidity_pct,IndoorPressure_hPa
1938,2.27,27971.630859,27.07,29.560547,1012.9,0.08,1131.205688,27.29,32.255859,1011.96
1939,2.3,28177.304688,26.96,29.733398,1012.87,0.07,1079.787231,27.29,32.233398,1011.96
1940,2.34,28691.490234,26.93,29.788086,1012.92,0.08,1079.787231,27.3,32.255859,1011.98
1941,2.39,29411.347656,26.98,29.790039,1012.94,0.09,1028.368774,27.31,32.412109,1011.99
1942,2.46,30182.625,26.84,29.826172,1012.95,0.09,1079.787231,27.3,32.144531,1011.9
1943,2.52,30902.482422,26.63,29.913086,1012.96,0.08,1028.368774,27.3,32.245117,1011.98
1944,2.56,31365.248047,26.49,29.982422,1012.94,0.07,925.531921,27.29,32.255859,1011.95
1945,2.58,31673.759766,26.45,30.161133,1012.94,0.06,668.439697,27.29,32.411133,1011.95
1946,2.56,31416.666016,26.59,30.180664,1012.99,0.05,617.021301,27.3,32.267578,1011.92
1947,2.5,30696.808594,26.63,30.171875,1012.96,0.04,514.184387,27.31,32.256836,1011.96
1948,2.43,29719.857422,26.54,30.143555,1012.96,0.05,771.276611,27.33,32.225586,1011.95
1949,2.36,28948.582031,26.4,30.257812,1012.94,0.07,1028.368774,27.33,32.19043,1011.92
1950,2.3,28280.142578,26.36,30.277344,1012.94,0.08,1079.787231,27.33,32.213867,1011.97
1951,2.29,28074.46875,26.53,30.311523,1012.93,0.08,1028.368774,27.32,32.212891,1011.95
1952,2.29,28177.304688,26.65,30.241211,1012.99,0.07,925.531921,27.32,32.146484,1011.9
1953,2.32,28485.816406,26.67,30.231445,1012.96,0.06,668.439697,27.32,32.223633,1011.93
1954,2.33,28742.908203,26.51,30.253906,1012.93,0.05,617.021301,27.32,32.401367,1011.95
1955,2.33,28742.908203,26.52,30.311523,1012.9,0.04,565.602844,27.31,32.289062,1011.96
1956,2.31,28382.978516,26.42,30.427734,1012.94,0.05,771.276611,27.31,32.246094,1011.95
1957,2.27,27868.794922,26.34,30.53418,1012.95,0.07,976.950378,27.3,32.222656,1011.89
1958,2.24,27508.865234,26.4,30.583008,1012.91,0.08,1131.205688,27.31,32.267578,1011.98
1959,2.22,27251.773438,26.28,30.699219,1012.94,0.08,1028.368774,27.31,32.222656,1011.93
1960,2.22,27303.191406,26.18,30.838867,1012.94,0.07,874.113464,27.31,32.234375,1011.95
1961,2.25,27560.283203,26.08,31.079102,1012.93,0.06,771.276611,27.31,32.223633,1011.95
1962,2.27,27920.212891,26.0,31.173828,1012.99,0.05,514.184387,27.32,32.212891,1011.9
1963,2.3,28331.560547,25.92,31.19043,1012.96,0.04,514.184387,27.33,32.248047,1011.96
1964,2.33,28588.652344,25.94,31.249023,1012.94,0.05,617.021301,27.34,32.192383,1011.89
1965,2.35,28845.744141,25.88,31.311523,1012.93,0.04,874.113464,27.35,32.092773,1011.89
1966,2.38,29102.835938,25.96,31.339844,1013.0,0.07,976.950378,27.36,32.182617,1011.97
1967,2.38,29257.091797,25.9,31.34668,1012.96,0.08,1131.205688,27.35,32.182617,1011.93
1968,2.35,28897.164062,25.82,31.576172,1012.97,0.09,1079.787231,27.37,32.161133,1011.97
1969,2.33,28588.652344,25.73,31.570312,1012.91,0.08,1028.368774,27.38,32.161133,1011.94
1970,2.32,28434.396484,25.78,31.697266,1012.91,0.06,719.858154,27.39,32.140625,1012.0
1971,2.3,28125.886719,25.71,31.658203,1012.93,0.05,565.602844,27.39,32.140625,1011.97
1972,2.27,27765.957031,25.64,31.765625,1012.91,0.04,668.439697,27.39,32.117188,1011.99
1973,2.25,27663.121094,25.57,31.873047,1012.95,0.06,925.531921,27.39,32.117188,1011.88
1974,2.26,27560.283203,25.59,31.897461,1012.91,0.08,1079.787231,27.4,32.051758,1012.0
1975,2.25,27611.701172,25.6,31.941406,1012.94,0.08,1131.205688,27.4,32.084961,1011.94
1976,2.24,27406.029297,25.58,31.929688,1012.91,0.07,1079.787231,27.4,31.918945,1011.9
1977,2.2,27046.099609,25.52,31.915039,1012.91,0.06,668.439697,27.4,32.085938,1011.95
1978,2.17,26531.914062,25.47,32.0,1013.02,0.05,565.602844,27.4,32.063477,1011.95
1979,2.13,26120.566406,25.32,32.146484,1013.02,0.05,565.602844,27.39,32.21875,1011.94
1980,2.1,25812.056641,25.21,32.306641,1012.97,0.05,668.439697,27.4,32.074219,1011.94
1981,2.09,25606.382812,25.09,32.320312,1013.0,0.05,771.276611,27.38,32.072266,1011.93
1982,2.07,25452.126953,25.04,32.485352,1012.98,0.07,1028.368774,27.38,32.094727,1011.94
1983,2.06,25349.291016,24.98,32.581055,1012.88,0.08,1079.787231,27.37,32.094727,1011.91
1984,2.05,25246.453125,24.94,32.633789,1012.98,0.08,1131.205688,27.37,32.104492,1011.91
1985,2.04,25040.779297,24.83,32.804688,1012.92,0.08,1079.787231,27.38,32.105469,1011.91
1986,2.02,24835.105469,24.74,32.855469,1012.96,0.08,976.950378,27.38,31.916016,1011.94
1987,2.0,24680.851562,24.69,32.928711,1012.95,0.07,822.695007,27.38,32.083008,1011.98
1988,1.99,24475.177734,24.66,33.039062,1012.95,0.06,565.602844,27.37,32.105469,1011.9
1989,1.99,24320.921875,24.62,33.069336,1012.93,0.04,617.021301,27.36,32.092773,1012.02
1990,1.98,24320.921875,24.55,33.120117,1012.94,0.04,668.439697,27.35,32.237305,1011.93
1991,1.98,24269.503906,24.52,33.185547,1012.93,0.06,874.113464,27.35,32.115234,1011.92
1992,1.98,24166.666016,24.56,33.22168,1012.93,0.07,1028.368774,27.35,32.115234,1011.9
1993,1.98,24218.085938,24.64,33.261719,1012.89,0.08,1131.205688,27.35,32.115234,1011.93
1994,1.97,24218.085938,24.71,33.322266,1012.95,0.08,1079.787231,27.35,32.148438,1011.94
1995,1.97,24269.503906,24.72,33.356445,1012.93,0.08,925.531921,27.36,32.05957,1011.99
1996,1.96,24063.830078,24.58,33.447266,1012.96,0.07,874.113464,27.35,32.126953,1011.99
1997,1.93,23755.318359,24.64,33.451172,1012.9,0.05,668.439697,27.36,32.31543,1011.88
1998,1.93,23549.644531,24.66,33.541992,1012.92,0.05,565.602844,27.34,32.169922,1011.96
1999,1.91,23395.390625,24.63,33.383789,1012.88,0.04,514.184387,27.36,32.126953,1011.99
2000,1.9,23395.390625,24.61,33.404297,1012.92,0.04,668.439697,27.33,32.136719,1011.97
2001,1.9,23241.134766,24.56,33.423828,1012.94,0.07,874.113464,27.33,32.134766,1011.95
2002,1.89,23189.716797,24.54,33.510742,1013.0,0.07,1028.368774,27.33,32.136719,1011.96
2003,1.88,23086.878906,24.49,33.529297,1013.01,0.08,1079.787231,27.33,32.069336,1011.97
2004,1.88,22984.042969,24.4,33.624023,1012.96,0.08,1131.205688,27.33,32.135742,1011.89
2005,1.87,22984.042969,24.35,33.675781,1012.91,0.07,925.531921,27.34,32.325195,1011.9
2006,1.87,22881.205078,24.36,33.720703,1012.91,0.07,925.531921,27.35,32.104492,1011.96
2007,1.86,22932.625,24.35,33.742188,1012.91,0.05,617.021301,27.35,32.137695,1011.93
2008,1.85,22778.369141,24.29,33.738281,1012.94,0.04,565.602844,27.36,32.115234,1011.93
2009,1.85,22829.787109,24.24,33.734375,1012.94,0.04,668.439697,27.37,32.260742,1011.96
2010,1.85,22726.951172,24.16,33.78418,1012.91,0.05,874.113464,27.37,32.21582,1011.96
2011,1.85,22675.53125,24.34,33.853516,1012.95,0.07,925.531921,27.36,32.115234,1012.03
2012,1.84,22675.53125,24.43,33.860352,1012.93,0.07,1079.787231,27.36,32.115234,1011.97
2013,1.84,22572.695312,24.49,33.764648,1012.96,0.08,1079.787231,27.37,32.117188,1011.97
2014,1.83,22572.695312,24.54,33.644531,1012.97,0.09,1028.368774,27.37,32.116211,1011.96
2015,1.83,22521.277344,24.58,33.614258,1012.96,0.08,1028.368774,27.36,32.082031,1012.0
2016,1.83,22521.277344,24.54,33.578125,1012.96,0.07,822.695007,27.36,32.092773,1011.91
2017,1.83,22367.021484,24.48,33.495117,1012.96,0.07,822.695007,27.36,32.015625,1011.94
2018,1.83,22315.603516,24.37,33.654297,1012.97,0.05,719.858154,27.36,32.071289,1011.96
2019,1.82,22367.021484,24.37,33.699219,1012.94,0.05,565.602844,27.35,32.114258,1011.92
2020,1.82,22212.765625,24.34,33.697266,1012.9,0.05,565.602844,27.34,32.180664,1011.97
2021,1.81,22315.603516,24.35,33.742188,1012.93,0.05,565.602844,27.34,32.00293,1011.9
2022,1.81,22264.183594,24.45,33.716797,1012.91,0.03,514.184387,27.33,32.125,1011.97
2023,1.81,22264.183594,24.44,33.670898,1012.93,0.04,617.021301,27.33,32.124023,1011.97
2024,1.8,22161.347656,24.44,33.705078,1012.94,0.04,668.439697,27.33,32.101562,1011.93
2025,1.8,22109.929688,24.54,33.600586,1012.94,0.05,771.276611,27.32,32.134766,1011.9
2026,1.8,22161.347656,24.44,33.570312,1012.93,0.07,925.531921,27.32,32.134766,1011.95
2027,1.8,22058.509766,24.3,33.760742,1012.97,0.07,976.950378,27.31,32.145508,1011.96
2028,1.79,22058.509766,24.24,33.833984,1012.88,0.08,1079.787231,27.31,32.15625,1011.96
2029,1.79,22007.091797,24.19,33.897461,1012.96,0.09,1079.787231,27.31,32.089844,1011.96
2030,1.79,22007.091797,24.13,33.993164,1013.01,0.08,1131.205688,27.31,32.166992,1011.95
2031,1.79,21955.673828,24.07,34.079102,1012.91,0.08,874.113464,27.3,32.15625,1011.89
2032,1.79,22007.091797,24.0,34.173828,1012.95,0.07,822.695007,27.3,32.155273,1011.92
2033,1.78,21955.673828,24.0,34.229492,1012.93,0.06,668.439697,27.3,32.177734,1011.93
2034,1.79,21955.673828,23.93,34.358398,1012.94,0.05,514.184387,27.3,32.177734,1011.98
2035,1.79,22007.091797,23.88,34.376953,1012.94,0.04,668.439697,27.29,32.12207,1011.96
2036,1.79,21955.673828,23.87,34.420898,1012.99,0.07,976.950378,27.3,32.166992,1011.96
2037,1.79,21955.673828,23.75,34.512695,1012.94,0.09,1131.205688,27.3,32.189453,1011.92
2038,1.79,21955.673828,23.75,34.578125,1012.94,0.08,1028.368774,27.3,32.177734,1011.96
2039,1.79,22058.509766,23.74,34.5,1012.94,0.07,874.113464,27.3,32.177734,1011.95
2040,1.78,21955.673828,23.74,34.611328,1012.94,0.06,719.858154,27.3,32.177734,1011.95
2041,1.79,21955.673828,23.67,34.707031,1012.95,0.05,617.021301,27.3,32.177734,1011.99
2042,1.78,21904.255859,23.64,34.793945,1012.93,0.04,565.602844,27.31,32.112305,1011.99
2043,1.78,21904.255859,23.63,34.78125,1012.91,0.05,719.858154,27.31,32.178711,1011.98
2044,1.79,21904.255859,23.61,34.824219,1012.93,0.06,822.695007,27.31,32.167969,1011.96
2045,1.78,21852.835938,23.59,34.901367,1012.95,0.06,976.950378,27.31,32.123047,1011.98
2046,1.78,21904.255859,23.66,34.895508,1012.94,0.08,1028.368774,27.3,32.177734,1011.92
2047,1.78,21904.255859,23.79,34.837891,1012.93,0.08,1079.787231,27.32,32.067383,1011.95
2048,1.78,21904.255859,23.88,34.723633,1012.96,0.08,1079.787231,27.33,32.09082,1011.95
2049,1.79,21904.255859,23.9,34.634766,1012.9,0.08,1028.368774,27.33,32.158203,1011.93
2050,1.78,21904.255859,23.87,34.577148,1012.87,0.08,976.950378,27.35,32.148438,1012.0
2051,1.79,21955.673828,23.8,34.571289,1012.9,0.07,874.113464,27.36,32.148438,1011.9
2052,1.79,21955.673828,23.8,34.605469,1012.96,0.06,719.858154,27.39,32.117188,1011.97
2053,1.79,22007.091797,23.92,34.570312,1012.93,0.05,514.184387,27.42,32.109375,1012.03
2054,1.8,21955.673828,23.84,34.575195,1012.93,0.04,514.184387,27.44,32.077148,1011.94
2055,1.8,22161.347656,23.83,34.484375,1012.93,0.04,719.858154,27.44,32.054688,1011.98
2056,1.8,22212.765625,23.59,34.8125,1012.97,0.06,771.276611,27.45,32.077148,1012.0
2057,1.81,22212.765625,23.5,34.960938,1012.94,0.07,1028.368774,27.45,32.032227,1011.98
2058,1.81,22315.603516,23.42,35.06543,1013.01,0.07,976.950378,27.44,32.121094,1011.94
2059,1.82,22367.021484,23.38,35.130859,1012.99,0.08,1028.368774,27.43,32.032227,1012.0
2060,1.83,22469.857422,23.34,35.249023,1012.89,0.08,1079.787231,27.42,32.03125,1011.95
2061,1.83,22418.439453,23.27,35.344727,1012.93,0.08,874.113464,27.42,32.020508,1012.03
2062,1.84,22469.857422,23.3,35.391602,1012.93,0.06,822.695007,27.41,31.99707,1011.95
2063,1.84,22675.53125,23.31,35.414062,1012.92,0.05,617.021301,27.4,32.029297,1011.97
2064,1.85,22726.951172,23.32,35.404297,1012.91,0.05,617.021301,27.39,32.051758,1012.04
2065,1.86,22881.205078,23.33,35.450195,1012.96,0.04,668.439697,27.38,32.049805,1011.94
2066,1.88,22932.625,23.31,35.458984,1012.96,0.06,925.531921,27.38,32.061523,1012.03
2067,1.89,23138.298828,23.22,35.551758,1012.92,0.08,1028.368774,27.38,32.061523,1011.99
2068,1.89,23241.134766,23.13,35.65625,1012.96,0.08,1079.787231,27.39,32.061523,1012.01
2069,1.89,23292.552734,23.02,35.78125,1012.94,0.08,1079.787231,27.38,32.094727,1011.99
2070,1.9,23395.390625,23.02,35.858398,1012.97,0.08,1028.368774,27.38,32.061523,1011.96
2071,1.91,23343.970703,22.97,35.966797,1013.0,0.08,925.531921,27.38,32.049805,1011.97
2072,1.9,23292.552734,22.86,36.058594,1012.92,0.06,719.858154,27.38,32.049805,1011.94
2073,1.91,23343.970703,22.8,36.230469,1012.94,0.05,565.602844,27.38,32.049805,1012.03
2074,1.9,23343.970703,22.7,36.323242,1012.92,0.05,514.184387,27.38,32.094727,1012.09
2075,1.91,23343.970703,22.62,36.450195,1012.96,0.05,771.276611,27.37,32.071289,1011.99
2076,1.91,23343.970703,22.55,36.632812,1012.97,0.07,1028.368774,27.36,32.126953,1012.06
2077,1.91,23446.808594,22.6,36.648438,1012.92,0.08,1131.205688,27.37,32.060547,1011.99
2078,1.92,23549.644531,22.61,36.727539,1012.93,0.08,1028.368774,27.36,32.082031,1011.88
2079,1.92,23601.064453,22.54,36.743164,1012.93,0.08,925.531921,27.36,32.082031,1011.91
2080,1.93,23601.064453,22.49,36.818359,1013.0,0.06,719.858154,27.36,32.082031,1011.88
2081,1.93,23601.064453,22.37,36.94043,1013.0,0.05,617.021301,27.35,32.082031,1011.94
2082,1.93,23703.900391,22.29,37.0,1012.94,0.04,565.602844,27.35,32.071289,1011.97
2083,1.94,23755.318359,22.28,37.199219,1012.93,0.05,771.276611,27.36,32.082031,1011.97
2084,1.93,23755.318359,22.25,37.286133,1012.93,0.06,925.531921,27.36,32.170898,1011.96
2085,1.94,23960.992188,22.28,37.289062,1013.01,0.08,1079.787231,27.35,32.05957,1011.92
2086,1.96,24115.248047,22.36,37.250977,1013.01,0.08,1131.205688,27.36,32.092773,1011.94
2087,1.98,24218.085938,22.42,37.311523,1012.99,0.08,1079.787231,27.36,32.082031,1011.88
2088,1.99,24423.759766,22.4,37.232422,1012.99,0.07,1028.368774,27.35,31.969727,1011.99
2089,2.01,24629.433594,22.41,37.255859,1012.93,0.07,822.695007,27.34,32.069336,1011.94
2090,2.03,24835.105469,22.42,37.267578,1012.94,0.05,719.858154,27.35,32.069336,1011.93
2091,2.05,25195.035156,22.48,37.239258,1012.93,0.05,617.021301,27.35,32.071289,1011.99
2092,2.09,25554.964844,22.47,37.227539,1012.94,0.04,514.184387,27.35,31.90332,1012.0
2093,2.12,26017.730469,22.55,37.155273,1012.97,0.04,617.021301,27.37,32.082031,1011.94
2094,2.15,26429.078125,22.64,37.074219,1012.93,0.05,719.858154,27.37,32.072266,1011.97
2095,2.19,26891.84375,22.58,37.113281,1012.95,0.06,874.113464,27.36,32.148438,1011.91
2096,2.22,27406.029297,22.61,37.060547,1012.95,0.07,1028.368774,27.37,32.05957,1011.96
2097,2.26,27714.539062,22.61,37.049805,1012.97,0.08,1028.368774,27.36,32.05957,1011.96
2098,2.28,27971.630859,22.66,37.008789,1012.92,0.08,1131.205688,27.36,32.05957,1011.94
2099,2.29,28125.886719,22.65,36.986328,1012.95,0.08,976.950378,27.36,32.05957,1011.88
2100,2.28,27920.212891,22.66,36.975586,1013.0,0.08,976.950378,27.36,32.082031,1011.96
2101,2.25,27714.539062,22.62,37.017578,1012.92,0.07,822.695007,27.37,32.049805,1012.02
2102,2.22,27251.773438,22.62,37.027344,1012.96,0.06,565.602844,27.39,32.050781,1011.99
2103,2.19,26789.007812,22.57,37.056641,1012.97,0.04,565.602844,27.4,32.029297,1011.98
2104,2.14,26377.660156,22.58,37.069336,1012.95,0.04,668.439697,27.39,32.029297,1011.96
2105,2.11,25914.894531,22.57,37.124023,1012.99,0.05,822.695007,27.4,32.041016,1011.97
2106,2.09,25709.220703,22.55,37.155273,1013.0,0.07,976.950378,27.39,32.02832,1011.99
2107,2.09,25554.964844,22.6,37.126953,1012.93,0.08,976.950378,27.38,31.927734,1011.91
2108,2.08,25606.382812,22.71,37.068359,1012.92,0.09,1028.368774,27.38,32.061523,1011.97
2109,2.08,25554.964844,22.88,36.871094,1012.97,0.08,925.531921,27.39,32.039062,1012.0
2110,2.08,25503.546875,23.01,36.782227,1012.97,0.07,925.531921,27.39,32.027344,1011.96
2111,2.08,25452.126953,23.12,36.545898,1012.96,0.07,822.695007,27.39,32.040039,1011.97
2112,2.07,25452.126953,23.19,36.462891,1012.89,0.06,617.021301,27.39,32.02832,1011.97
2113,2.06,25349.291016,23.31,36.304688,1012.96,0.04,668.439697,27.38,32.016602,1011.94
2114,2.06,25297.873047,23.45,36.171875,1012.95,0.04,514.184387,27.38,32.039062,1011.93
2115,2.06,25143.617188,23.57,35.992188,1012.94,0.04,565.602844,27.38,32.28418,1011.96
2116,2.05,25246.453125,23.77,35.707031,1012.94,0.03,565.602844,27.37,32.149414,1011.93
2117,2.05,25143.617188,23.79,35.597656,1012.93,0.04,617.021301,27.37,32.038086,1011.94
2118,2.05,25143.617188,23.81,35.510742,1012.94,0.04,771.276611,27.36,32.038086,1011.93
2119,2.06,25143.617188,23.87,35.414062,1012.96,0.05,771.276611,27.34,31.958008,1011.87
2120,2.06,25246.453125,23.86,35.357422,1012.94,0.05,976.950378,27.35,32.046875,1011.94
2121,2.06,25400.708984,23.91,35.328125,1012.94,0.06,1028.368774,27.35,32.046875,1012.03
2122,2.08,25554.964844,23.95,35.275391,1012.93,0.07,1131.205688,27.35,32.069336,1011.97
2123,2.09,25760.638672,24.01,35.201172,1012.92,0.08,1028.368774,27.35,32.058594,1012.0
2124,2.13,26069.148438,24.13,35.009766,1012.98,0.07,1131.205688,27.35,32.025391,1011.89
2125,2.17,26634.751953,24.19,34.959961,1012.98,0.08,1182.624146,27.34,31.958008,1011.92
2126,2.23,27354.609375,24.29,34.844727,1012.92,0.08,1079.787231,27.34,32.102539,1011.97
2127,2.3,28228.722656,24.36,34.704102,1012.93,0.08,1079.787231,27.34,32.069336,1011.99
2128,2.4,29359.929688,24.42,34.597656,1012.93,0.08,1131.205688,27.34,32.081055,1012.0
2129,2.49,30645.390625,24.46,34.555664,1012.96,0.09,1028.368774,27.35,32.102539,1011.97
2130,2.61,31982.269531,24.52,34.4375,1012.97,0.08,976.950378,27.34,32.069336,1011.97
2131,2.72,33524.824219,24.53,34.371094,1012.92,0.08,925.531921,27.33,32.058594,1011.99
2132,2.85,34810.285156,24.56,34.261719,1012.94,0.08,976.950378,27.33,32.069336,1011.92
2133,2.95,36352.835938,24.52,34.302734,1012.96,0.07,925.531921,27.33,32.069336,1011.93
2134,3.07,37689.714844,24.58,34.250977,1012.96,0.07,925.531921,27.35,32.069336,1011.96
2135,3.18,39078.015625,24.58,34.173828,1012.94,0.07,771.276611,27.37,32.05957,1011.97
2136,3.29,40209.21875,24.63,34.132812,1012.97,0.07,719.858154,27.38,32.049805,1011.91
2137,3.38,41494.679688,24.76,34.097656,1012.91,0.06,719.858154,27.38,32.049805,1011.96
2138,3.47,42523.050781,24.79,33.787109,1012.94,0.06,617.021301,27.39,32.039062,1012.01
2139,3.54,43397.164062,24.81,33.788086,1012.96,0.05,565.602844,27.39,32.095703,1012.0
2140,3.63,44579.789062,24.91,33.672852,1012.97,0.04,617.021301,27.4,31.974609,1011.95
2141,3.74,45968.085938,25.1,33.530273,1013.0,0.04,668.439697,27.41,32.019531,1011.94
2142,3.84,47047.871094,25.26,33.351562,1013.03,0.05,771.276611,27.43,31.998047,1012.03
2143,3.92,48024.824219,25.41,33.150391,1012.95,0.06,925.531921,27.43,32.020508,1011.97
2144,4.04,49361.703125,25.55,32.958984,1012.91,0.07,1079.787231,27.46,31.977539,1011.96
2145,4.22,51829.789062,25.81,32.573242,1012.97,0.08,1079.787231,27.45,31.96582,1011.94
2146,4.32,53115.25,25.94,32.370117,1012.94,0.08,1079.787231,27.46,31.889648,1012.01
2147,4.42,54092.199219,26.07,32.200195,1012.98,0.09,925.531921,27.46,31.955078,1011.92
2148,4.5,55069.148438,25.97,32.091797,1012.96,0.07,822.695007,27.47,31.933594,1011.98
2149,4.57,55891.84375,25.94,32.067383,1012.96,0.06,771.276611,27.48,31.945312,1011.98
2150,4.6,56611.703125,25.88,32.097656,1012.91,0.05,565.602844,27.48,31.923828,1011.98
2151,4.66,57125.886719,25.9,32.098633,1012.97,0.04,565.602844,27.49,31.791016,1011.93
2152,4.71,57742.90625,26.01,31.982422,1012.99,0.05,668.439697,27.5,31.879883,1011.96
2153,4.75,58308.511719,25.97,31.947266,1012.97,0.07,874.113464,27.48,31.779297,1011.99
2154,4.8,58925.53125,25.93,31.96582,1012.99,0.09,1028.368774,27.47,31.889648,1011.95
2155,4.82,59234.042969,25.93,31.90918,1012.97,0.08,1079.787231,27.47,31.867188,1011.95
2156,4.84,59336.878906,25.96,31.665039,1012.93,0.07,976.950378,27.46,31.944336,1011.92
2157,4.85,59542.554688,25.94,31.921875,1012.96,0.06,822.695007,27.45,31.899414,1011.89
2158,4.87,59645.390625,25.97,31.912109,1012.96,0.06,719.858154,27.45,31.899414,1012.0
2159,4.87,59696.808594,25.98,31.845703,1012.95,0.05,617.021301,27.45,31.84375,1011.98
2160,4.89,59851.0625,26.01,31.802734,1012.97,0.04,514.184387,27.44,31.899414,1011.98
2161,4.89,59953.902344,25.95,31.776367,1012.96,0.04,617.021301,27.44,31.90918,1011.87
2162,4.91,60159.574219,25.93,31.886719,1012.99,0.04,668.439697,27.44,31.90918,1011.97
2163,4.91,60056.738281,25.91,31.830078,1012.97,0.05,668.439697,27.44,31.931641,1011.89
2164,4.89,60159.574219,25.93,31.797852,1012.99,0.05,771.276611,27.44,31.842773,1011.88
2165,4.89,59953.902344,25.99,31.824219,1012.99,0.06,822.695007,27.43,31.931641,1011.95
2166,4.87,59851.0625,26.04,31.681641,1012.96,0.07,925.531921,27.42,31.953125,1011.9
2167,4.87,59748.226562,26.08,31.639648,1012.93,0.08,1028.368774,27.42,31.964844,1011.88
2168,4.85,59542.554688,26.11,31.585938,1012.91,0.08,1028.368774,27.43,31.931641,1011.94
2169,4.87,59593.972656,26.2,31.501953,1012.96,0.09,1131.205688,27.42,31.942383,1011.98
2170,4.89,59902.480469,26.29,31.396484,1012.95,0.08,1079.787231,27.42,31.930664,1011.92
2171,4.9,60159.574219,26.24,31.370117,1012.92,0.08,1028.368774,27.43,31.942383,1011.98
2172,4.94,60519.503906,26.22,31.34668,1012.92,0.08,976.950378,27.41,31.952148,1011.95
2173,4.99,61033.6875,26.34,31.421875,1012.92,0.07,925.531921,27.41,31.952148,1012.0
2174,5.02,61496.453125,26.38,31.323242,1013.0,0.07,719.858154,27.41,31.952148,1011.94
2175,5.08,62113.476562,26.48,31.21875,1012.94,0.06,771.276611,27.41,31.896484,1011.91
2176,5.08,62473.402344,26.48,31.18457,1012.93,0.06,668.439697,27.41,31.962891,1011.94
2177,5.1,62524.824219,26.61,31.227539,1012.89,0.05,514.184387,27.4,31.917969,1011.93
2178,5.11,62627.660156,26.74,31.011719,1012.93,0.05,514.184387,27.39,32.017578,1012.0
2179,5.1,62524.824219,26.79,30.879883,1012.93,0.05,617.021301,27.39,31.984375,1011.91
2180,5.09,62370.566406,26.9,30.75293,1012.94,0.05,771.276611,27.39,31.984375,1011.93
2181,5.08,62473.402344,27.05,30.729492,1012.95,0.05,771.276611,27.39,31.951172,1011.87
2182,5.09,62267.730469,26.97,30.554688,1012.94,0.07,976.950378,27.39,31.983398,1011.91
2183,5.1,62576.242188,26.87,30.526367,1012.91,0.08,1131.205688,27.39,31.995117,1011.93
2184,5.11,62524.824219,26.87,30.571289,1012.99,0.08,976.950378,27.38,31.994141,1011.94
2185,5.13,62781.914062,26.85,30.512695,1012.94,0.07,822.695007,27.38,32.049805,1012.0
2186,5.13,63090.425781,26.84,30.467773,1012.91,0.06,617.021301,27.38,31.994141,1011.91
2187,5.16,63244.679688,26.87,30.436523,1012.96,0.03,565.602844,27.38,32.005859,1011.93
2188,5.18,63604.609375,26.92,30.405273,1012.85,0.04,565.602844,27.37,31.926758,1011.97
2189,5.22,63758.867188,26.93,30.282227,1012.91,0.06,822.695007,27.36,32.015625,1011.91
2190,5.21,63861.703125,26.92,30.134766,1012.91,0.07,976.950378,27.36,32.015625,1011.86
2191,5.22,64067.375,26.9,30.201172,1012.96,0.08,1131.205688,27.36,32.026367,1011.86
2192,5.26,64273.050781,27.07,30.088867,1012.9,0.09,1131.205688,27.36,32.015625,1011.84
2193,5.25,64221.632812,27.07,30.111328,1012.93,0.09,1079.787231,27.36,32.015625,1011.94
2194,5.24,64375.886719,27.1,29.922852,1012.88,0.08,1079.787231,27.36,32.015625,1011.93
2195,5.27,64324.46875,26.95,29.93457,1012.92,0.08,1028.368774,27.37,32.016602,1011.99
2196,5.25,64375.886719,26.94,30.001953,1012.94,0.07,976.950378,27.38,31.97168,1011.93
2197,5.25,64530.140625,26.92,30.023438,1012.88,0.07,822.695007,27.4,32.007812,1011.91
2198,5.28,64684.398438,26.98,30.083984,1012.91,0.07,771.276611,27.4,32.084961,1011.94
2199,5.26,64581.558594,26.87,30.27832,1012.91,0.05,719.858154,27.39,31.928711,1011.97
2200,5.27,64478.722656,26.89,30.370117,1012.96,0.05,617.021301,27.41,31.985352,1011.94
2201,5.27,64427.304688,26.96,30.329102,1012.88,0.05,565.602844,27.41,31.985352,1011.95
2202,5.27,64324.46875,27.13,30.250977,1012.96,0.04,462.765961,27.41,32.075195,1011.94
2203,5.24,64478.722656,27.19,30.220703,1012.91,0.04,668.439697,27.41,31.963867,1011.93
2204,5.25,64118.792969,27.22,30.06543,1012.96,0.05,565.602844,27.43,31.964844,1011.94
2205,5.22,64015.957031,27.33,29.982422,1012.95,0.05,822.695007,27.44,31.942383,1011.97
2206,5.22,64118.792969,27.4,29.897461,1012.89,0.06,925.531921,27.43,31.953125,1011.94
2207,5.23,64170.210938,27.44,29.798828,1012.9,0.08,1079.787231,27.43,31.953125,1011.94
2208,5.23,64015.957031,27.51,29.735352,1012.92,0.08,1182.624146,27.43,31.931641,1011.92
2209,5.26,64427.304688,27.59,29.638672,1012.99,0.09,1079.787231,27.43,32.098633,1011.95
2210,5.25,64324.46875,27.64,29.563477,1012.92,0.09,1079.787231,27.44,31.84375,1011.98
2211,5.26,64324.46875,27.72,29.433594,1012.91,0.08,1028.368774,27.45,31.910156,1011.92
2212,5.25,64221.632812,27.63,29.427734,1012.95,0.08,925.531921,27.46,31.899414,1011.92
2213,5.26,64375.886719,27.49,29.519531,1012.9,0.06,719.858154,27.46,31.876953,1011.92
