01:00:00.000,   6.475, 385.813,
01:00:00.100,   6.397, 386.679,
01:00:00.200,   6.547, 387.986,
01:00:00.300,   6.450, 390.781,
01:00:00.400,   6.365, 393.421,
01:00:00.500,   6.558, 392.794,
01:00:00.600,   6.432, 389.081,
01:00:00.700,   6.558, 386.937,
01:00:00.800,   6.635, 387.636,
01:00:00.900,   6.698, 392.009,
01:00:00.000,   6.475, 385.813,
01:00:00.100,   6.397, 386.679,
01:00:00.200,   6.547, 387.986,
01:00:00.300,   6.450, 390.781,
01:00:00.400,   6.365, 393.421,
01:00:00.500,   6.558, 392.794,
01:00:00.600,   6.432, 389.081,
01:00:00.700,   6.558, 386.937,
01:00:00.800,   6.635, 387.636,
01:00:00.900,   6.698, 392.009,
01:00:02.000,   6.271, 389.642,
01:00:02.100,   6.053, 389.522,
01:00:02.200,   6.154, 385.699,
01:00:02.300,   5.994, 381.626,
01:00:02.400,   6.149, 377.733,
01:00:02.500,   6.060, 376.188,
01:00:02.600,   5.975, 377.719,
01:00:02.700,   5.892, 381.553,
01:00:02.800,   6.070, 387.370,
01:00:02.900,   6.184, 393.229,
01:00:02.000,   6.271, 389.642,
01:00:02.100,   6.053, 389.522,
01:00:02.200,   6.154, 385.699,
01:00:02.300,   5.994, 381.626,
01:00:02.400,   6.149, 377.733,
01:00:02.500,   6.060, 376.188,
01:00:02.600,   5.975, 377.719,
01:00:02.700,   5.892, 381.553,
01:00:02.800,   6.070, 387.370,
01:00:02.900,   6.184, 393.229,
01:00:03.000,   6.224, 395.577,
01:00:03.100,   6.482, 394.790,
01:00:03.200,   6.664, 395.417,
01:00:03.300,   6.510, 402.641,
01:00:03.400,   6.653, 404.986,
01:00:03.500,   6.503, 404.986,
01:00:03.600,   6.392, 404.986,
01:00:03.700,   6.576, 404.986,
01:00:03.800,   6.495, 403.890,
01:00:03.900,   6.449, 403.647,
01:00:05.000,   5.741, 404.986,
01:00:05.100,   5.800, 404.986,
01:00:05.200,   5.592, 404.986,
01:00:05.300,   5.646, 404.986,
01:00:05.400,   5.571, 404.986,
01:00:05.500,   5.437, 404.986,
01:00:05.600,   5.600, 404.986,
01:00:05.700,   5.473, 400.854,
01:00:05.800,   5.629, 394.109,
01:00:05.900,   5.481, 390.012,
01:00:06.000,   5.609, 389.214,
01:00:06.100,   5.737, 391.045,
01:00:06.200,   5.559, 393.173,
01:00:06.300,   5.665, 394.952,
01:00:06.400,   5.759, 395.711,
01:00:06.500,   5.556, 395.413,
01:00:06.600,   5.641, 393.998,
01:00:06.700,   5.736, 392.246,
