00:00:00.000,   5.629, 370.062,
00:00:00.100,   5.659, 366.711,
00:00:00.200,   5.728, 364.934,
00:00:00.300,   5.780, 362.424,
00:00:00.400,   5.801, 360.347,
00:00:00.500,   5.791, 362.523,
00:00:00.600,   6.045, 366.590,
00:00:00.700,   5.953, 371.513,
00:00:00.800,   6.126, 373.045,
00:00:00.900,   6.010, 377.566,
00:00:02.000,   6.072, 375.543,
00:00:02.100,   5.983, 381.742,
00:00:02.200,   5.910, 383.664,
00:00:02.300,   5.842, 383.686,
00:00:02.400,   6.018, 383.527,
00:00:02.500,   6.007, 381.282,
00:00:02.600,   5.959, 379.551,
00:00:02.700,   5.930, 379.023,
00:00:02.800,   5.914, 378.772,
00:00:02.900,   5.908, 378.766,
00:00:03.000,   5.904, 377.229,
00:00:03.100,   5.918, 376.569,
00:00:03.200,   5.665, 376.589,
00:00:03.300,   5.671, 377.448,
00:00:03.400,   5.712, 379.851,
00:00:03.500,   5.774, 382.008,
00:00:03.600,   5.570, 383.518,
00:00:03.700,   5.667, 383.643,
00:00:03.800,   5.653, 383.654,
00:00:03.900,   5.591, 386.562,
00:00:04.000,   5.439, 389.682,
00:00:04.100,   5.599, 390.378,
00:00:04.200,   5.479, 390.169,
00:00:04.300,   5.406, 390.051,
00:00:04.400,   5.571, 389.671,
00:00:04.500,   5.474, 388.128,
00:00:04.600,   5.398, 386.443,
00:00:04.700,   5.336, 385.262,
00:00:04.800,   5.290, 384.706,
00:00:04.900,   5.532, 384.907,
00:00:04.000,   5.439, 389.682,
00:00:04.100,   5.599, 390.378,
00:00:04.200,   5.479, 390.169,
00:00:04.300,   5.406, 390.051,
00:00:04.400,   5.571, 389.671,
00:00:04.500,   5.474, 388.128,
00:00:04.600,   5.398, 386.443,
00:00:04.700,   5.336, 385.262,
00:00:04.800,   5.290, 384.706,
00:00:04.900,   5.532, 384.907,
00:00:06.000,   5.451, 381.579,
00:00:06.100,   5.548, 380.808,
00:00:06.200,   5.524, 381.723,
00:00:06.300,   5.414, 382.840,
00:00:06.400,   5.597, 383.955,
00:00:06.500,   5.485, 384.499,
00:00:06.600,   5.544, 384.385,
00:00:06.700,   5.555, 383.710,
00:00:06.800,   5.441, 383.549,
00:00:06.900,   5.612, 384.004,
00:00:07.000,   5.521, 384.612,
00:00:07.100,   5.414, 385.134,
00:00:07.200,   5.585, 385.040,
00:00:07.300,   5.448, 384.363,
00:00:07.400,   5.590, 383.421,
00:00:07.500,   5.568, 383.458,
00:00:07.600,   5.589, 384.483,
00:00:07.700,   5.464, 384.734,
00:00:07.800,   5.370, 382.151,
00:00:07.900,   5.305, 379.414,
00:00:08.000,   5.253, 377.914,
00:00:08.100,   5.508, 376.458,
00:00:08.200,   5.457, 376.087,
00:00:08.300,   5.375, 377.678,
00:00:08.400,   5.568, 382.568,
00:00:08.500,   5.447, 390.428,
00:00:08.600,   5.591, 396.287,
00:00:08.700,   5.715, 400.652,
00:00:08.800,   5.535, 400.910,
00:00:08.900,   5.633, 396.441,
00:00:09.000,   5.730, 390.048,
00:00:09.100,   5.529, 383.911,
00:00:09.200,   5.615, 380.738,
00:00:09.300,   5.686, 378.297,
00:00:09.400,   5.752, 377.406,
00:00:09.500,   5.592, 379.594,
00:00:09.600,   5.615, 383.488,
00:00:09.700,   5.715, 388.047,
00:00:09.800,   5.563, 389.880,
00:00:09.900,   5.609, 387.791,
00:00:10.000,   5.716, 384.959,
00:00:10.100,   5.538, 381.894,
00:00:10.200,   5.663, 379.543,
00:00:10.300,   5.497, 378.043,
00:00:10.400,   5.619, 377.431,
00:00:10.500,   5.667, 377.717,
00:00:10.600,   5.577, 379.199,
00:00:10.700,   5.659, 379.221,
00:00:10.800,   5.557, 378.046,
00:00:10.900,   5.694, 375.577,
00:00:11.000,   5.543, 374.263,
00:00:11.100,   5.662, 374.158,
00:00:11.200,   5.556, 375.826,
00:00:11.300,   5.483, 377.894,
00:00:11.400,   5.578, 378.709,
00:00:11.500,   5.455, 378.739,
00:00:11.600,   5.477, 379.676,
00:00:11.700,   5.550, 380.313,
00:00:11.800,   5.477, 379.555,
00:00:11.900,   5.423, 379.273,
00:00:11.000,   5.543, 374.263,
00:00:11.100,   5.662, 374.158,
00:00:11.200,   5.556, 375.826,
00:00:11.300,   5.483, 377.894,
00:00:11.400,   5.578, 378.709,
00:00:11.500,   5.455, 378.739,
00:00:11.600,   5.477, 379.676,
00:00:11.700,   5.550, 380.313,
00:00:11.800,   5.477, 379.555,
00:00:11.900,   5.423, 379.273,
00:00:13.000,   5.226, 374.626,
00:00:13.100,   5.228, 377.425,
00:00:13.200,   5.105, 378.801,
00:00:13.300,   5.145, 378.825,
00:00:13.400,   5.346, 379.900,
00:00:13.500,   5.384, 380.171,
00:00:13.600,   5.447, 377.991,
00:00:13.700,   5.443, 375.981,
00:00:13.800,   5.276, 373.836,
00:00:13.900,   5.192, 371.697,
00:00:14.000,   5.245, 370.092,
00:00:14.100,   5.460, 368.405,
00:00:14.200,   5.448, 365.924,
00:00:14.300,   5.432, 364.785,
00:00:14.400,   5.408, 364.498,
00:00:14.500,   5.373, 365.983,
00:00:14.600,   5.343, 371.130,
00:00:14.700,   5.335, 377.051,
00:00:14.800,   5.340, 381.052,
00:00:14.900,   5.354, 381.605,
00:00:14.000,   5.245, 370.092,
00:00:14.100,   5.460, 368.405,
00:00:14.200,   5.448, 365.924,
00:00:14.300,   5.432, 364.785,
00:00:14.400,   5.408, 364.498,
00:00:14.500,   5.373, 365.983,
00:00:14.600,   5.343, 371.130,
00:00:14.700,   5.335, 377.051,
00:00:14.800,   5.340, 381.052,
00:00:14.900,   5.354, 381.605,
00:00:16.000,   5.067, 380.432,
00:00:16.100,   5.187, 387.017,
00:00:16.200,   5.033, 392.306,
00:00:16.300,   5.182, 395.228,
00:00:16.400,   5.043, 394.677,
00:00:16.500,   4.949, 391.060,
00:00:16.600,   5.065, 388.183,
00:00:16.700,   4.939, 384.998,
00:00:16.800,   5.096, 381.620,
00:00:16.900,   4.966, 378.589,
00:00:16.000,   5.067, 380.432,
00:00:16.100,   5.187, 387.017,
00:00:16.200,   5.033, 392.306,
00:00:16.300,   5.182, 395.228,
00:00:16.400,   5.043, 394.677,
00:00:16.500,   4.949, 391.060,
00:00:16.600,   5.065, 388.183,
00:00:16.700,   4.939, 384.998,
00:00:16.800,   5.096, 381.620,
00:00:16.900,   4.966, 378.589,
00:00:17.000,   5.145, 377.427,
00:00:17.100,   5.029, 376.139,
00:00:17.200,   4.911, 375.466,
00:00:17.300,   5.090, 375.927,
00:00:17.400,   4.970, 377.593,
00:00:17.500,   5.149, 381.069,
00:00:17.600,   5.028, 384.825,
00:00:17.700,   5.147, 386.535,
00:00:17.800,   5.039, 384.639,
00:00:17.900,   5.170, 381.638,
00:00:19.000,   5.138, 365.935,
00:00:19.100,   5.056, 363.497,
00:00:19.200,   4.948, 363.382,
00:00:19.300,   5.136, 366.182,
00:00:19.400,   5.036, 374.377,
00:00:19.500,   4.945, 384.419,
00:00:19.600,   4.858, 393.064,
00:00:19.700,   5.076, 397.375,
00:00:19.800,   4.995, 398.098,
00:00:19.900,   4.911, 396.887,
00:00:20.000,   4.841, 395.031,
00:00:20.100,   4.773, 391.297,
00:00:20.200,   4.762, 382.393,
00:00:20.300,   4.781, 372.804,
00:00:20.400,   4.786, 365.086,
00:00:20.500,   4.772, 360.925,
00:00:20.600,   5.027, 361.956,
00:00:20.700,   4.988, 366.295,
